Id,SalePrice
1461,126398.34
1462,173532.2
1463,192270.9
1464,183675.47
1465,182373.88
1466,173687.4
1467,172882.2
1468,163858.78
1469,187450.08
1470,129005.99
1471,198397.44
1472,95350.77
1473,99042.93
1474,151169.75
1475,121588.2
1476,382030.56
1477,245565.61
1478,296409.6
1479,301388.9
1480,524234.8
1481,326096.72
1482,205211.22
1483,178658.22
1484,160490.72
1485,167660.16
1486,189553.83
1487,376971.25
1488,229437.12
1489,199418.06
1490,260007.45
1491,190179.98
1492,90163.164
1493,178043.89
1494,281064.94
1495,281252.2
1496,259180.55
1497,197077.81
1498,164175.66
1499,158929.89
1500,159537.67
1501,187488.47
1502,146112.1
1503,287590.4
1504,239566.52
1505,242757.11
1506,189359.38
1507,265437.6
1508,202817.38
1509,159174.55
1510,155885.86
1511,156823.48
1512,180615.28
1513,154147.67
1514,150811.05
1515,208503.9
1516,150695.12
1517,157420.42
1518,138823.84
1519,235528.03
1520,136287.77
1521,140319.72
1522,168918.11
1523,111700.02
1524,118037.38
1525,120603.87
1526,117566.66
1527,108218.59
1528,119294.77
1529,156994.9
1530,168073.05
1531,131081.11
1532,103139.58
1533,167468.6
1534,113488.89
1535,147848.14
1536,107642.914
1537,93457.914
1538,160844.78
1539,208777.16
1540,95552.26
1541,136276.45
1542,133162.52
1543,190403.42
1544,79380.68
1545,114136.59
1546,138907.98
1547,133960.67
1548,135639.44
1549,119607.58
1550,157556.3
1551,113200.61
1552,168593.7
1553,155569.94
1554,110932.24
1555,174888.44
1556,76651.805
1557,120443.46
1558,91881.984
1559,92287.58
1560,144745.14
1561,147872.36
1562,125086.234
1563,125299.97
1564,164265.81
1565,156842.2
1566,222251.25
1567,81179.26
1568,231460.16
1569,138664.45
1570,137552.11
1571,116463.16
1572,141027.72
1573,234072.72
1574,128644.73
1575,222082.4
1576,232682.48
1577,183995.88
1578,148214.78
1579,140074.86
1580,182715.61
1581,166617.03
1582,126637.586
1583,327829.56
1584,228846.31
1585,140531.14
1586,59696.355
1587,93423.63
1588,157815.78
1589,98432.59
1590,132653.3
1591,95651.45
1592,106482.46
1593,128912.1
1594,149026.81
1595,139448.48
1596,232056.2
1597,182732.78
1598,211884.11
1599,159867.23
1600,167755.0
1601,79241.16
1602,111449.09
1603,81771.25
1604,274168.03
1605,231839.23
1606,164854.8
1607,188193.45
1608,223181.05
1609,174349.16
1610,146972.03
1611,141759.2
1612,172109.05
1613,169921.14
1614,120506.09
1615,85969.8
1616,68000.08
1617,88879.49
1618,120607.09
