Id,SalePrice
1461,182304.28
1462,182345.19
1463,182365.17
1464,182374.22
1465,182498.67
1466,182385.9
1467,182151.56
1468,182290.31
1469,182365.47
1470,182301.31
1471,182220.9
1472,182005.36
1473,182214.98
1474,182332.25
1475,182060.81
1476,182528.08
1477,182256.47
1478,182359.58
1479,182252.53
1480,182314.23
1481,182627.67
1482,182309.98
1483,182361.16
1484,182447.3
1485,182465.39
1486,182337.61
1487,182427.16
1488,182394.7
1489,182330.16
1490,182416.4
1491,182313.47
1492,182266.42
1493,182270.45
1494,182292.6
1495,182247.16
1496,182366.02
1497,182500.75
1498,182327.7
1499,182182.72
1500,182211.61
1501,182273.36
1502,182132.42
1503,182124.81
1504,182440.39
1505,182427.34
1506,182339.72
1507,182500.73
1508,182141.06
1509,182348.03
1510,182303.62
1511,182226.83
1512,182309.3
1513,182259.75
1514,182644.33
1515,182288.28
1516,182374.17
1517,182054.55
1518,182312.52
1519,182287.75
1520,182154.94
1521,182195.83
1522,182300.58
1523,182286.1
1524,182157.0
1525,182273.9
1526,182262.94
1527,182195.92
1528,182298.73
1529,182245.95
1530,182089.06
1531,182154.28
1532,182334.16
1533,182215.67
1534,182263.45
1535,182110.28
1536,182271.81
1537,182130.34
1538,182257.97
1539,182215.4
1540,182095.55
1541,182249.11
1542,182205.17
1543,182202.1
1544,182167.31
1545,182257.77
1546,182267.72
1547,182368.3
1548,182359.2
1549,182300.77
1550,182327.28
1551,182189.88
1552,182382.66
1553,182277.78
1554,182218.06
1555,182258.55
1556,182153.12
1557,182105.39
1558,182218.44
1559,182289.16
1560,182131.75
1561,182262.97
1562,182054.02
1563,182187.3
1564,182246.27
1565,182368.84
1566,182239.66
1567,182200.66
1568,182294.34
1569,182071.86
1570,182299.67
1571,182219.64
1572,182173.06
1573,182370.1
1574,182195.19
1575,182463.6
1576,182226.1
1577,182268.11
1578,182383.89
1579,182247.03
1580,182331.05
1581,182310.92
1582,182304.33
1583,182258.56
1584,182307.06
1585,182293.17
1586,182465.19
1587,182622.62
1588,182234.81
1589,182290.34
1590,182360.28
1591,182196.81
1592,182176.64
1593,182282.11
1594,184295.16
1595,182226.22
1596,182094.86
1597,182237.62
1598,182189.17
1599,182297.39
1600,182419.06
1601,182119.14
1602,182233.1
1603,182323.52
1604,182274.88
1605,182298.9
1606,182276.48
1607,182236.34
1608,182211.66
1609,182457.27
1610,182654.48
1611,182244.98
1612,182195.52
1613,182375.5
1614,182354.72
1615,182527.03
1616,182231.38
1617,182250.83
1618,182463.97
1619,182381.48
1620,182157.58
1621,182220.58
1622,182273.64
1623,182307.4
1624,182334.4
1625,182295.34
1626,182259.58
1627,182371.84
1628,182330.16
1629,182284.66
1630,182421.12
1631,182383.47
1632,182291.17
1633,182417.22
1634,182342.95
1635,182265.66
1636,182363.66
1637,182543.89
1638,182267.83
1639,182339.08
1640,182382.19
1641,182209.67
1642,182482.02
1643,182357.62
1644,182404.36
1645,182354.3
1646,182290.7
1647,182259.8
1648,182223.97
1649,182269.23
1650,182269.12
1651,182065.17
1652,182201.02
1653,182228.42
1654,182309.97
1655,182365.78
1656,182339.16
1657,182404.48
1658,181948.6
1659,182300.52
1660,182235.97
1661,182553.75
1662,182504.58
1663,182404.69
1664,182625.27
1665,182340.23
1666,182350.72
1667,182493.28
1668,182304.28
1669,182354.75
1670,182327.9
1671,182341.53
1672,182396.69
1673,182278.78
1674,182408.36
1675,182328.2
1676,182313.14
1677,182258.73
1678,182643.73
1679,182446.06
1680,182295.94
1681,182252.77
1682,182309.8
1683,182143.98
1684,182322.72
1685,182327.55
1686,182513.67
1687,182450.97
1688,182302.67
1689,182297.05
1690,182261.14
1691,182226.83
1692,182296.92
1693,182402.38
1694,182293.0
1695,182417.95
1696,182145.42
1697,182394.17
1698,182362.6
1699,182220.56
1700,182367.97
1701,182315.7
1702,182419.8
1703,182494.84
1704,182358.5
1705,182111.62
1706,182574.55
1707,182190.02
1708,182357.83
1709,182276.72
1710,182249.0
1711,182558.98
1712,182364.62
1713,182456.75
1714,182370.72
1715,182296.19
1716,182394.47
1717,182313.89
1718,182250.58
1719,182376.33
1720,182163.5
1721,182245.16
1722,182251.23
1723,182273.8
1724,182057.8
1725,182414.98
1726,182454.47
1727,182339.77
1728,182321.1
1729,182346.05
1730,182092.56
1731,182293.3
1732,182149.83
1733,182174.73
1734,182571.02
1735,182246.52
1736,182393.14
1737,181930.72
1738,182279.67
1739,182413.7
1740,182391.03
1741,182127.06
1742,182240.33
1743,182244.23
1744,182199.73
1745,182329.78
1746,182314.34
1747,182146.56
1748,182393.2
1749,182261.56
1750,182156.55
1751,182362.12
1752,182238.34
1753,182297.28
1754,182215.72
1755,182238.27
1756,182168.53
1757,182191.53
1758,182066.53
1759,182155.6
1760,182352.16
1761,182187.64
1762,182411.78
1763,182325.08
1764,182228.5
1765,181959.38
1766,182498.1
1767,182476.22
1768,182234.44
1769,182215.03
1770,182232.7
1771,182269.5
1772,182232.2
1773,182285.72
1774,182345.23
1775,182254.86
1776,182376.73
1777,182111.38
1778,182158.45
1779,182284.25
1780,182245.4
1781,182253.9
1782,182209.14
1783,182298.66
1784,182244.6
1785,182310.97
1786,182430.78
1787,182278.45
1788,182177.45
1789,182152.45
1790,182277.4
1791,182259.7
1792,182371.14
1793,182119.19
1794,182213.83
1795,182207.55
1796,182316.02
1797,182133.95
1798,182285.25
1799,182193.31
1800,182264.28
1801,182313.31
1802,182160.2
1803,182179.67
1804,182329.16
1805,182209.64
1806,182187.9
1807,182210.25
1808,182260.11
1809,182248.73
1810,182304.33
1811,181921.19
1812,182226.25
1813,182248.83
1814,182618.31
1815,181966.67
1816,182279.2
1817,182238.17
1818,182523.42
1819,182244.48
1820,182098.0
1821,182141.64
1822,182234.11
1823,182083.86
1824,182232.61
1825,182151.03
1826,182291.19
1827,182157.3
1828,182227.11
1829,182208.11
1830,182189.06
1831,182144.03
1832,182175.73
1833,182115.77
1834,182239.23
1835,182100.25
1836,182311.16
1837,182016.33
1838,182269.66
1839,182014.19
1840,182187.86
1841,182308.31
1842,182158.78
1843,182269.05
1844,182342.08
1845,182395.77
1846,182222.08
1847,182313.33
1848,182023.14
1849,182265.5
1850,182446.9
1851,182259.11
1852,182253.9
1853,182381.44
1854,182293.64
1855,182200.08
1856,182340.77
1857,182088.8
1858,182067.25
1859,182221.31
1860,182080.44
1861,182174.17
1862,182141.1
1863,182131.23
1864,182131.23
1865,182393.92
1866,182367.61
1867,182335.92
1868,182460.48
1869,182281.94
1870,182336.97
1871,182219.31
1872,182327.95
1873,182428.77
1874,182313.55
1875,182451.22
1876,182453.9
1877,182420.94
1878,182326.2
1879,182352.28
1880,182263.05
1881,182335.39
1882,182347.55
1883,182355.7
1884,182401.98
1885,182370.38
1886,182460.44
1887,182429.2
1888,182317.52
1889,182354.3
1890,182295.66
1891,182307.86
1892,182159.22
1893,182160.39
1894,182295.72
1895,182218.5
1896,182215.17
1897,182208.1
1898,182322.33
1899,182251.84
1900,182192.47
1901,182267.11
1902,182242.39
1903,182246.86
1904,182295.3
1905,182178.89
1906,182181.22
1907,182347.02
1908,182346.3
1909,182494.31
1910,182310.84
1911,182138.94
1912,182429.27
1913,182471.61
1914,182015.44
1915,182266.56
1916,182371.61
1917,182342.31
1918,182284.28
1919,182221.86
1920,182154.02
1921,182637.55
1922,182340.92
1923,182091.03
1924,182315.25
1925,182381.94
1926,182253.66
1927,182295.53
1928,182240.84
1929,182117.92
1930,182065.03
1931,182223.86
1932,182319.5
1933,182161.25
1934,182284.1
1935,182374.48
1936,182304.81
1937,182389.03
1938,182303.62
1939,182372.28
1940,182539.33
1941,182391.66
1942,182272.62
1943,182230.12
1944,182446.6
1945,182390.4
1946,182175.16
1947,182405.25
1948,182130.73
1949,182703.39
1950,182242.34
1951,182354.53
1952,182375.39
1953,182324.3
1954,182356.92
1955,182306.31
1956,182205.55
1957,182234.34
1958,182311.92
1959,182279.19
1960,182088.47
1961,182189.61
1962,182190.97
1963,182255.7
1964,182263.64
1965,182305.73
1966,182363.36
1967,182399.25
1968,182779.33
1969,182404.03
1970,182553.48
1971,182793.94
1972,182392.36
1973,182448.52
1974,182507.48
1975,182526.7
1976,182333.69
1977,182409.53
1978,182351.08
1979,182196.1
1980,182256.48
1981,182183.22
1982,182351.67
1983,182316.16
1984,182330.27
1985,182163.55
1986,182155.53
1987,182248.77
1988,182332.66
1989,182361.64
1990,182233.5
1991,182357.52
1992,182353.36
1993,182316.39
1994,182258.95
1995,182287.73
1996,182383.17
1997,182356.48
1998,182293.72
1999,182252.08
2000,182383.53
2001,182178.44
